id_img,paths,label
1102,data\train\angry\1102.jpg,angry
11042,data\train\angry\11042.jpg,angry
1105,data\train\angry\1105.jpg,angry
11053,data\train\angry\11053.jpg,angry
11060,data\train\angry\11060.jpg,angry
1108,data\train\angry\1108.jpg,angry
11083,data\train\angry\11083.jpg,angry
11102,data\train\angry\11102.jpg,angry
11109,data\train\angry\11109.jpg,angry
11113,data\train\angry\11113.jpg,angry
11117,data\train\angry\11117.jpg,angry
11118,data\train\angry\11118.jpg,angry
11151,data\train\angry\11151.jpg,angry
11153,data\train\angry\11153.jpg,angry
11174,data\train\angry\11174.jpg,angry
11181,data\train\angry\11181.jpg,angry
11190,data\train\angry\11190.jpg,angry
11205,data\train\angry\11205.jpg,angry
11206,data\train\angry\11206.jpg,angry
11215,data\train\angry\11215.jpg,angry
1122,data\train\angry\1122.jpg,angry
1123,data\train\angry\1123.jpg,angry
11235,data\train\angry\11235.jpg,angry
11258,data\train\angry\11258.jpg,angry
11267,data\train\angry\11267.jpg,angry
11268,data\train\angry\11268.jpg,angry
11274,data\train\angry\11274.jpg,angry
11286,data\train\angry\11286.jpg,angry
11289,data\train\angry\11289.jpg,angry
11301,data\train\angry\11301.jpg,angry
11315,data\train\angry\11315.jpg,angry
11325,data\train\angry\11325.jpg,angry
11377,data\train\angry\11377.jpg,angry
11379,data\train\angry\11379.jpg,angry
11385,data\train\angry\11385.jpg,angry
11386,data\train\angry\11386.jpg,angry
11389,data\train\angry\11389.jpg,angry
11403,data\train\angry\11403.jpg,angry
11410,data\train\angry\11410.jpg,angry
11411,data\train\angry\11411.jpg,angry
11420,data\train\angry\11420.jpg,angry
11426,data\train\angry\11426.jpg,angry
11432,data\train\angry\11432.jpg,angry
11449,data\train\angry\11449.jpg,angry
11458,data\train\angry\11458.jpg,angry
11460,data\train\angry\11460.jpg,angry
11464,data\train\angry\11464.jpg,angry
1147,data\train\angry\1147.jpg,angry
11474,data\train\angry\11474.jpg,angry
11475,data\train\angry\11475.jpg,angry
11480,data\train\angry\11480.jpg,angry
1150,data\train\angry\1150.jpg,angry
11534,data\train\angry\11534.jpg,angry
11537,data\train\angry\11537.jpg,angry
11545,data\train\angry\11545.jpg,angry
11548,data\train\angry\11548.jpg,angry
11550,data\train\angry\11550.jpg,angry
11557,data\train\angry\11557.jpg,angry
11571,data\train\angry\11571.jpg,angry
11572,data\train\angry\11572.jpg,angry
11577,data\train\angry\11577.jpg,angry
1158,data\train\angry\1158.jpg,angry
1160,data\train\angry\1160.jpg,angry
11606,data\train\angry\11606.jpg,angry
11607,data\train\angry\11607.jpg,angry
11617,data\train\angry\11617.jpg,angry
11623,data\train\angry\11623.jpg,angry
11641,data\train\angry\11641.jpg,angry
11644,data\train\angry\11644.jpg,angry
11645,data\train\angry\11645.jpg,angry
11647,data\train\angry\11647.jpg,angry
1166,data\train\angry\1166.jpg,angry
11669,data\train\angry\11669.jpg,angry
1168,data\train\angry\1168.jpg,angry
11688,data\train\angry\11688.jpg,angry
117,data\train\angry\117.jpg,angry
1170,data\train\angry\1170.jpg,angry
11707,data\train\angry\11707.jpg,angry
11708,data\train\angry\11708.jpg,angry
11714,data\train\angry\11714.jpg,angry
11732,data\train\angry\11732.jpg,angry
11735,data\train\angry\11735.jpg,angry
11744,data\train\angry\11744.jpg,angry
11755,data\train\angry\11755.jpg,angry
11756,data\train\angry\11756.jpg,angry
11759,data\train\angry\11759.jpg,angry
11764,data\train\angry\11764.jpg,angry
11769,data\train\angry\11769.jpg,angry
1178,data\train\angry\1178.jpg,angry
11781,data\train\angry\11781.jpg,angry
11805,data\train\angry\11805.jpg,angry
1181,data\train\angry\1181.jpg,angry
11820,data\train\angry\11820.jpg,angry
11825,data\train\angry\11825.jpg,angry
11863,data\train\angry\11863.jpg,angry
11877,data\train\angry\11877.jpg,angry
11882,data\train\angry\11882.jpg,angry
11887,data\train\angry\11887.jpg,angry
11898,data\train\angry\11898.jpg,angry
11905,data\train\angry\11905.jpg,angry
11918,data\train\angry\11918.jpg,angry
1192,data\train\angry\1192.jpg,angry
11922,data\train\angry\11922.jpg,angry
11929,data\train\angry\11929.jpg,angry
1194,data\train\angry\1194.jpg,angry
11959,data\train\angry\11959.jpg,angry
11965,data\train\angry\11965.jpg,angry
120,data\train\angry\120.jpg,angry
1200,data\train\angry\1200.jpg,angry
12016,data\train\angry\12016.jpg,angry
12022,data\train\angry\12022.jpg,angry
12025,data\train\angry\12025.jpg,angry
12027,data\train\angry\12027.jpg,angry
12034,data\train\angry\12034.jpg,angry
1204,data\train\angry\1204.jpg,angry
12048,data\train\angry\12048.jpg,angry
12049,data\train\angry\12049.jpg,angry
12055,data\train\angry\12055.jpg,angry
12075,data\train\angry\12075.jpg,angry
1210,data\train\angry\1210.jpg,angry
1211,data\train\angry\1211.jpg,angry
12110,data\train\angry\12110.jpg,angry
12118,data\train\angry\12118.jpg,angry
12124,data\train\angry\12124.jpg,angry
1213,data\train\angry\1213.jpg,angry
12133,data\train\angry\12133.jpg,angry
12142,data\train\angry\12142.jpg,angry
12146,data\train\angry\12146.jpg,angry
12155,data\train\angry\12155.jpg,angry
1216,data\train\angry\1216.jpg,angry
12181,data\train\angry\12181.jpg,angry
12196,data\train\angry\12196.jpg,angry
12198,data\train\angry\12198.jpg,angry
122,data\train\angry\122.jpg,angry
12203,data\train\angry\12203.jpg,angry
12206,data\train\angry\12206.jpg,angry
1221,data\train\angry\1221.jpg,angry
12211,data\train\angry\12211.jpg,angry
12213,data\train\angry\12213.jpg,angry
12218,data\train\angry\12218.jpg,angry
12222,data\train\angry\12222.jpg,angry
12231,data\train\angry\12231.jpg,angry
12235,data\train\angry\12235.jpg,angry
12249,data\train\angry\12249.jpg,angry
1225,data\train\angry\1225.jpg,angry
12254,data\train\angry\12254.jpg,angry
1226,data\train\angry\1226.jpg,angry
12262,data\train\angry\12262.jpg,angry
12270,data\train\angry\12270.jpg,angry
12275,data\train\angry\12275.jpg,angry
12283,data\train\angry\12283.jpg,angry
12294,data\train\angry\12294.jpg,angry
12298,data\train\angry\12298.jpg,angry
123,data\train\angry\123.jpg,angry
12304,data\train\angry\12304.jpg,angry
12310,data\train\angry\12310.jpg,angry
12314,data\train\angry\12314.jpg,angry
12316,data\train\angry\12316.jpg,angry
12328,data\train\angry\12328.jpg,angry
1233,data\train\angry\1233.jpg,angry
12365,data\train\angry\12365.jpg,angry
12367,data\train\angry\12367.jpg,angry
12375,data\train\angry\12375.jpg,angry
12392,data\train\angry\12392.jpg,angry
12400,data\train\angry\12400.jpg,angry
12404,data\train\angry\12404.jpg,angry
12419,data\train\angry\12419.jpg,angry
1242,data\train\angry\1242.jpg,angry
12421,data\train\angry\12421.jpg,angry
12432,data\train\angry\12432.jpg,angry
12443,data\train\angry\12443.jpg,angry
12450,data\train\angry\12450.jpg,angry
12451,data\train\angry\12451.jpg,angry
12456,data\train\angry\12456.jpg,angry
12459,data\train\angry\12459.jpg,angry
12469,data\train\angry\12469.jpg,angry
12474,data\train\angry\12474.jpg,angry
12475,data\train\angry\12475.jpg,angry
12476,data\train\angry\12476.jpg,angry
12483,data\train\angry\12483.jpg,angry
12494,data\train\angry\12494.jpg,angry
1250,data\train\angry\1250.jpg,angry
12503,data\train\angry\12503.jpg,angry
12511,data\train\angry\12511.jpg,angry
1252,data\train\angry\1252.jpg,angry
12525,data\train\angry\12525.jpg,angry
12532,data\train\angry\12532.jpg,angry
12540,data\train\angry\12540.jpg,angry
12543,data\train\angry\12543.jpg,angry
1255,data\train\angry\1255.jpg,angry
12552,data\train\angry\12552.jpg,angry
12584,data\train\angry\12584.jpg,angry
12585,data\train\angry\12585.jpg,angry
12595,data\train\angry\12595.jpg,angry
126,data\train\angry\126.jpg,angry
12613,data\train\angry\12613.jpg,angry
12616,data\train\angry\12616.jpg,angry
12622,data\train\angry\12622.jpg,angry
12633,data\train\angry\12633.jpg,angry
12635,data\train\angry\12635.jpg,angry
12644,data\train\angry\12644.jpg,angry
12645,data\train\angry\12645.jpg,angry
12666,data\train\angry\12666.jpg,angry
12667,data\train\angry\12667.jpg,angry
12669,data\train\angry\12669.jpg,angry
1267,data\train\angry\1267.jpg,angry
12675,data\train\angry\12675.jpg,angry
12679,data\train\angry\12679.jpg,angry
1268,data\train\angry\1268.jpg,angry
12681,data\train\angry\12681.jpg,angry
12688,data\train\angry\12688.jpg,angry
12693,data\train\angry\12693.jpg,angry
12710,data\train\angry\12710.jpg,angry
12735,data\train\angry\12735.jpg,angry
12746,data\train\angry\12746.jpg,angry
12747,data\train\angry\12747.jpg,angry
12751,data\train\angry\12751.jpg,angry
12752,data\train\angry\12752.jpg,angry
12769,data\train\angry\12769.jpg,angry
12770,data\train\angry\12770.jpg,angry
12778,data\train\angry\12778.jpg,angry
12783,data\train\angry\12783.jpg,angry
12817,data\train\angry\12817.jpg,angry
12846,data\train\angry\12846.jpg,angry
12853,data\train\angry\12853.jpg,angry
12855,data\train\angry\12855.jpg,angry
12860,data\train\angry\12860.jpg,angry
12863,data\train\angry\12863.jpg,angry
12874,data\train\angry\12874.jpg,angry
12876,data\train\angry\12876.jpg,angry
12889,data\train\angry\12889.jpg,angry
12915,data\train\angry\12915.jpg,angry
12947,data\train\angry\12947.jpg,angry
12962,data\train\angry\12962.jpg,angry
12968,data\train\angry\12968.jpg,angry
12970,data\train\angry\12970.jpg,angry
12971,data\train\angry\12971.jpg,angry
12972,data\train\angry\12972.jpg,angry
12975,data\train\angry\12975.jpg,angry
12984,data\train\angry\12984.jpg,angry
12989,data\train\angry\12989.jpg,angry
1299,data\train\angry\1299.jpg,angry
13001,data\train\angry\13001.jpg,angry
13013,data\train\angry\13013.jpg,angry
13019,data\train\angry\13019.jpg,angry
13022,data\train\angry\13022.jpg,angry
13038,data\train\angry\13038.jpg,angry
13055,data\train\angry\13055.jpg,angry
13075,data\train\angry\13075.jpg,angry
1308,data\train\angry\1308.jpg,angry
13094,data\train\angry\13094.jpg,angry
13095,data\train\angry\13095.jpg,angry
1311,data\train\angry\1311.jpg,angry
13125,data\train\angry\13125.jpg,angry
13128,data\train\angry\13128.jpg,angry
13134,data\train\angry\13134.jpg,angry
13141,data\train\angry\13141.jpg,angry
13148,data\train\angry\13148.jpg,angry
13149,data\train\angry\13149.jpg,angry
13159,data\train\angry\13159.jpg,angry
1317,data\train\angry\1317.jpg,angry
13182,data\train\angry\13182.jpg,angry
13190,data\train\angry\13190.jpg,angry
13201,data\train\angry\13201.jpg,angry
13207,data\train\angry\13207.jpg,angry
13208,data\train\angry\13208.jpg,angry
13210,data\train\angry\13210.jpg,angry
13216,data\train\angry\13216.jpg,angry
13223,data\train\angry\13223.jpg,angry
13224,data\train\angry\13224.jpg,angry
13238,data\train\angry\13238.jpg,angry
13239,data\train\angry\13239.jpg,angry
13256,data\train\angry\13256.jpg,angry
13297,data\train\angry\13297.jpg,angry
13324,data\train\angry\13324.jpg,angry
13345,data\train\angry\13345.jpg,angry
13352,data\train\angry\13352.jpg,angry
13355,data\train\angry\13355.jpg,angry
1338,data\train\angry\1338.jpg,angry
13386,data\train\angry\13386.jpg,angry
13391,data\train\angry\13391.jpg,angry
13399,data\train\angry\13399.jpg,angry
134,data\train\angry\134.jpg,angry
13402,data\train\angry\13402.jpg,angry
13403,data\train\angry\13403.jpg,angry
13408,data\train\angry\13408.jpg,angry
13415,data\train\angry\13415.jpg,angry
13416,data\train\angry\13416.jpg,angry
13418,data\train\angry\13418.jpg,angry
13425,data\train\angry\13425.jpg,angry
13437,data\train\angry\13437.jpg,angry
13442,data\train\angry\13442.jpg,angry
13451,data\train\angry\13451.jpg,angry
13452,data\train\angry\13452.jpg,angry
13463,data\train\angry\13463.jpg,angry
13478,data\train\angry\13478.jpg,angry
13481,data\train\angry\13481.jpg,angry
1349,data\train\angry\1349.jpg,angry
13499,data\train\angry\13499.jpg,angry
13503,data\train\angry\13503.jpg,angry
13511,data\train\angry\13511.jpg,angry
13517,data\train\angry\13517.jpg,angry
13543,data\train\angry\13543.jpg,angry
13550,data\train\angry\13550.jpg,angry
13559,data\train\angry\13559.jpg,angry
13568,data\train\angry\13568.jpg,angry
13577,data\train\angry\13577.jpg,angry
13621,data\train\angry\13621.jpg,angry
13636,data\train\angry\13636.jpg,angry
13640,data\train\angry\13640.jpg,angry
1365,data\train\angry\1365.jpg,angry
13673,data\train\angry\13673.jpg,angry
13675,data\train\angry\13675.jpg,angry
13676,data\train\angry\13676.jpg,angry
13680,data\train\angry\13680.jpg,angry
1370,data\train\angry\1370.jpg,angry
1372,data\train\angry\1372.jpg,angry
1373,data\train\angry\1373.jpg,angry
13735,data\train\angry\13735.jpg,angry
1374,data\train\angry\1374.jpg,angry
13742,data\train\angry\13742.jpg,angry
13745,data\train\angry\13745.jpg,angry
13746,data\train\angry\13746.jpg,angry
13748,data\train\angry\13748.jpg,angry
1375,data\train\angry\1375.jpg,angry
13768,data\train\angry\13768.jpg,angry
13770,data\train\angry\13770.jpg,angry
13778,data\train\angry\13778.jpg,angry
13781,data\train\angry\13781.jpg,angry
13787,data\train\angry\13787.jpg,angry
13791,data\train\angry\13791.jpg,angry
13797,data\train\angry\13797.jpg,angry
13809,data\train\angry\13809.jpg,angry
13831,data\train\angry\13831.jpg,angry
1384,data\train\angry\1384.jpg,angry
13844,data\train\angry\13844.jpg,angry
13858,data\train\angry\13858.jpg,angry
13861,data\train\angry\13861.jpg,angry
13862,data\train\angry\13862.jpg,angry
13892,data\train\angry\13892.jpg,angry
13902,data\train\angry\13902.jpg,angry
13903,data\train\angry\13903.jpg,angry
1392,data\train\angry\1392.jpg,angry
13926,data\train\angry\13926.jpg,angry
1393,data\train\angry\1393.jpg,angry
13934,data\train\angry\13934.jpg,angry
13936,data\train\angry\13936.jpg,angry
13941,data\train\angry\13941.jpg,angry
13942,data\train\angry\13942.jpg,angry
13948,data\train\angry\13948.jpg,angry
13950,data\train\angry\13950.jpg,angry
13951,data\train\angry\13951.jpg,angry
13952,data\train\angry\13952.jpg,angry
13956,data\train\angry\13956.jpg,angry
13958,data\train\angry\13958.jpg,angry
1396,data\train\angry\1396.jpg,angry
13961,data\train\angry\13961.jpg,angry
13967,data\train\angry\13967.jpg,angry
1397,data\train\angry\1397.jpg,angry
13981,data\train\angry\13981.jpg,angry
14008,data\train\angry\14008.jpg,angry
14018,data\train\angry\14018.jpg,angry
14029,data\train\angry\14029.jpg,angry
14046,data\train\angry\14046.jpg,angry
14056,data\train\angry\14056.jpg,angry
14061,data\train\angry\14061.jpg,angry
14064,data\train\angry\14064.jpg,angry
14071,data\train\angry\14071.jpg,angry
14083,data\train\angry\14083.jpg,angry
14085,data\train\angry\14085.jpg,angry
14095,data\train\angry\14095.jpg,angry
14096,data\train\angry\14096.jpg,angry
14104,data\train\angry\14104.jpg,angry
1412,data\train\angry\1412.jpg,angry
14126,data\train\angry\14126.jpg,angry
14129,data\train\angry\14129.jpg,angry
1413,data\train\angry\1413.jpg,angry
14137,data\train\angry\14137.jpg,angry
14142,data\train\angry\14142.jpg,angry
14143,data\train\angry\14143.jpg,angry
14147,data\train\angry\14147.jpg,angry
14164,data\train\angry\14164.jpg,angry
14166,data\train\angry\14166.jpg,angry
14168,data\train\angry\14168.jpg,angry
14172,data\train\angry\14172.jpg,angry
14179,data\train\angry\14179.jpg,angry
14184,data\train\angry\14184.jpg,angry
14196,data\train\angry\14196.jpg,angry
14202,data\train\angry\14202.jpg,angry
14213,data\train\angry\14213.jpg,angry
14215,data\train\angry\14215.jpg,angry
14217,data\train\angry\14217.jpg,angry
14221,data\train\angry\14221.jpg,angry
14248,data\train\angry\14248.jpg,angry
14266,data\train\angry\14266.jpg,angry
14296,data\train\angry\14296.jpg,angry
14299,data\train\angry\14299.jpg,angry
14304,data\train\angry\14304.jpg,angry
14312,data\train\angry\14312.jpg,angry
14313,data\train\angry\14313.jpg,angry
14338,data\train\angry\14338.jpg,angry
14344,data\train\angry\14344.jpg,angry
14353,data\train\angry\14353.jpg,angry
14359,data\train\angry\14359.jpg,angry
14368,data\train\angry\14368.jpg,angry
14412,data\train\angry\14412.jpg,angry
14416,data\train\angry\14416.jpg,angry
14426,data\train\angry\14426.jpg,angry
1443,data\train\angry\1443.jpg,angry
14439,data\train\angry\14439.jpg,angry
1444,data\train\angry\1444.jpg,angry
14445,data\train\angry\14445.jpg,angry
14453,data\train\angry\14453.jpg,angry
14460,data\train\angry\14460.jpg,angry
14478,data\train\angry\14478.jpg,angry
1448,data\train\angry\1448.jpg,angry
14482,data\train\angry\14482.jpg,angry
1450,data\train\angry\1450.jpg,angry
14501,data\train\angry\14501.jpg,angry
14511,data\train\angry\14511.jpg,angry
14526,data\train\angry\14526.jpg,angry
1453,data\train\angry\1453.jpg,angry
14575,data\train\angry\14575.jpg,angry
14583,data\train\angry\14583.jpg,angry
14599,data\train\angry\14599.jpg,angry
14603,data\train\angry\14603.jpg,angry
14604,data\train\angry\14604.jpg,angry
14614,data\train\angry\14614.jpg,angry
14616,data\train\angry\14616.jpg,angry
1462,data\train\angry\1462.jpg,angry
14638,data\train\angry\14638.jpg,angry
14640,data\train\angry\14640.jpg,angry
14661,data\train\angry\14661.jpg,angry
14667,data\train\angry\14667.jpg,angry
14669,data\train\angry\14669.jpg,angry
14679,data\train\angry\14679.jpg,angry
1468,data\train\angry\1468.jpg,angry
14698,data\train\angry\14698.jpg,angry
14709,data\train\angry\14709.jpg,angry
14719,data\train\angry\14719.jpg,angry
14739,data\train\angry\14739.jpg,angry
14752,data\train\angry\14752.jpg,angry
14758,data\train\angry\14758.jpg,angry
14763,data\train\angry\14763.jpg,angry
14768,data\train\angry\14768.jpg,angry
14773,data\train\angry\14773.jpg,angry
14776,data\train\angry\14776.jpg,angry
14778,data\train\angry\14778.jpg,angry
14791,data\train\angry\14791.jpg,angry
14801,data\train\angry\14801.jpg,angry
14807,data\train\angry\14807.jpg,angry
14826,data\train\angry\14826.jpg,angry
14827,data\train\angry\14827.jpg,angry
1483,data\train\angry\1483.jpg,angry
14856,data\train\angry\14856.jpg,angry
14864,data\train\angry\14864.jpg,angry
14865,data\train\angry\14865.jpg,angry
14873,data\train\angry\14873.jpg,angry
149,data\train\angry\149.jpg,angry
1490,data\train\angry\1490.jpg,angry
14928,data\train\angry\14928.jpg,angry
14936,data\train\angry\14936.jpg,angry
14937,data\train\angry\14937.jpg,angry
14961,data\train\angry\14961.jpg,angry
14976,data\train\angry\14976.jpg,angry
14977,data\train\angry\14977.jpg,angry
14989,data\train\angry\14989.jpg,angry
14993,data\train\angry\14993.jpg,angry
150,data\train\angry\150.jpg,angry
15000,data\train\angry\15000.jpg,angry
15002,data\train\angry\15002.jpg,angry
15005,data\train\angry\15005.jpg,angry
15014,data\train\angry\15014.jpg,angry
15020,data\train\angry\15020.jpg,angry
15023,data\train\angry\15023.jpg,angry
15048,data\train\angry\15048.jpg,angry
15055,data\train\angry\15055.jpg,angry
15064,data\train\angry\15064.jpg,angry
15068,data\train\angry\15068.jpg,angry
15069,data\train\angry\15069.jpg,angry
15080,data\train\angry\15080.jpg,angry
15083,data\train\angry\15083.jpg,angry
15089,data\train\angry\15089.jpg,angry
15111,data\train\angry\15111.jpg,angry
15112,data\train\angry\15112.jpg,angry
15122,data\train\angry\15122.jpg,angry
1513,data\train\angry\1513.jpg,angry
15133,data\train\angry\15133.jpg,angry
15136,data\train\angry\15136.jpg,angry
15139,data\train\angry\15139.jpg,angry
15157,data\train\angry\15157.jpg,angry
15160,data\train\angry\15160.jpg,angry
1520,data\train\angry\1520.jpg,angry
1522,data\train\angry\1522.jpg,angry
15223,data\train\angry\15223.jpg,angry
15261,data\train\angry\15261.jpg,angry
15262,data\train\angry\15262.jpg,angry
15273,data\train\angry\15273.jpg,angry
15278,data\train\angry\15278.jpg,angry
15297,data\train\angry\15297.jpg,angry
15318,data\train\angry\15318.jpg,angry
15321,data\train\angry\15321.jpg,angry
15325,data\train\angry\15325.jpg,angry
15327,data\train\angry\15327.jpg,angry
1533,data\train\angry\1533.jpg,angry
15330,data\train\angry\15330.jpg,angry
15344,data\train\angry\15344.jpg,angry
15345,data\train\angry\15345.jpg,angry
15352,data\train\angry\15352.jpg,angry
15359,data\train\angry\15359.jpg,angry
15363,data\train\angry\15363.jpg,angry
15368,data\train\angry\15368.jpg,angry
15381,data\train\angry\15381.jpg,angry
15385,data\train\angry\15385.jpg,angry
15390,data\train\angry\15390.jpg,angry
15391,data\train\angry\15391.jpg,angry
15395,data\train\angry\15395.jpg,angry
15399,data\train\angry\15399.jpg,angry
15404,data\train\angry\15404.jpg,angry
15410,data\train\angry\15410.jpg,angry
15413,data\train\angry\15413.jpg,angry
15418,data\train\angry\15418.jpg,angry
15433,data\train\angry\15433.jpg,angry
15444,data\train\angry\15444.jpg,angry
15464,data\train\angry\15464.jpg,angry
15465,data\train\angry\15465.jpg,angry
15471,data\train\angry\15471.jpg,angry
15478,data\train\angry\15478.jpg,angry
15480,data\train\angry\15480.jpg,angry
15482,data\train\angry\15482.jpg,angry
15490,data\train\angry\15490.jpg,angry
15505,data\train\angry\15505.jpg,angry
15526,data\train\angry\15526.jpg,angry
15552,data\train\angry\15552.jpg,angry
15557,data\train\angry\15557.jpg,angry
1556,data\train\angry\1556.jpg,angry
15569,data\train\angry\15569.jpg,angry
15575,data\train\angry\15575.jpg,angry
1558,data\train\angry\1558.jpg,angry
15593,data\train\angry\15593.jpg,angry
15594,data\train\angry\15594.jpg,angry
15596,data\train\angry\15596.jpg,angry
15610,data\train\angry\15610.jpg,angry
15612,data\train\angry\15612.jpg,angry
15620,data\train\angry\15620.jpg,angry
15625,data\train\angry\15625.jpg,angry
1564,data\train\angry\1564.jpg,angry
15650,data\train\angry\15650.jpg,angry
15659,data\train\angry\15659.jpg,angry
15662,data\train\angry\15662.jpg,angry
15688,data\train\angry\15688.jpg,angry
15689,data\train\angry\15689.jpg,angry
15692,data\train\angry\15692.jpg,angry
15700,data\train\angry\15700.jpg,angry
15706,data\train\angry\15706.jpg,angry
15719,data\train\angry\15719.jpg,angry
15726,data\train\angry\15726.jpg,angry
15739,data\train\angry\15739.jpg,angry
15743,data\train\angry\15743.jpg,angry
15763,data\train\angry\15763.jpg,angry
15769,data\train\angry\15769.jpg,angry
15779,data\train\angry\15779.jpg,angry
15805,data\train\angry\15805.jpg,angry
